fipstate,0
01,805
02,187
04,176
05,743
06,566
08,564
09,98
10,36
11,14
12,648
13,1553
15,70
16,341
17,1025
18,1093
19,962
20,683
21,1076
22,617
23,277
24,290
25,154
26,1104
27,954
28,841
29,1086
30,331
31,455
32,118
33,162
34,226
35,314
36,916
37,1391
38,231
39,1019
40,801
41,450
42,820
44,96
45,535
46,343
47,969
48,1965
49,214
50,257
51,1317
53,393
54,483
55,895
56,310
