FIPS,0
01001,22
01003,13
01005,6
01007,7
01009,11
01011,3
01013,10
01015,9
01017,22
01019,5
01021,13
01023,7
01025,20
01027,5
01029,2
01031,29
01033,19
01037,2
01039,25
01041,7
01043,16
01045,16
01047,17
01049,21
01051,14
01053,15
01055,16
01057,8
01059,19
01061,9
01065,8
01067,7
01069,11
01071,17
01073,6
01075,3
01077,14
01079,15
01081,8
01083,21
01085,1
01087,1
01089,2
01091,15
01093,12
01095,29
01097,9
01099,5
01101,1
01103,24
01105,1
01107,12
01109,12
01111,3
01113,9
01115,32
01117,3
01119,8
01121,15
01123,19
01125,11
01127,20
01131,1
01133,9
01999,2
02020,2
02050,3
02060,1
02063,4
02066,7
02068,4
02070,4
02090,17
02100,6
02105,1
02110,23
02122,27
02130,7
02150,13
02164,2
02170,7
02180,1
02188,1
02195,5
02198,1
02220,15
02230,14
02240,7
02275,6
02290,8
04001,2
04003,19
04005,15
04007,11
04009,5
04011,2
04012,9
04013,2
04015,7
04017,15
04019,2
04021,21
04023,17
04025,11
04027,9
05001,12
05003,9
05005,15
05007,12
05009,10
05011,8
05013,2
05015,18
05017,12
05019,12
05021,4
05023,14
05025,12
05027,22
05029,3
05031,10
05033,24
05035,8
05037,10
05039,8
05041,7
05043,9
05045,10
05047,6
05049,4
05051,12
05053,12
05055,18
05057,7
05059,12
05061,1
05063,9
05065,4
05067,2
05069,15
05071,9
05073,4
05075,7
05077,8
05079,2
05081,3
05083,10
05085,12
05087,3
05089,6
05091,18
05093,19
05095,4
05097,1
05099,5
05101,4
05103,11
05105,5
05107,9
05109,9
05111,9
05113,5
05115,21
05117,4
05119,5
05121,15
05123,9
05125,18
05127,4
05129,5
05131,8
05133,5
05135,8
05137,10
05139,26
05141,6
05143,8
05145,15
05147,6
05149,13
05999,3
06003,4
06005,10
06007,5
06009,21
06011,1
06013,2
06015,8
06017,22
06019,3
06021,7
06023,21
06025,10
06027,11
06029,2
06031,10
06033,21
06035,3
06037,2
06039,29
06041,9
06043,7
06045,26
06047,13
06049,9
06051,3
06053,8
06055,14
06057,37
06059,1
06061,9
06063,17
06067,4
06069,11
06071,7
06073,2
06075,1
06077,5
06079,10
06081,5
06083,3
06085,1
06087,12
06089,5
06091,4
06093,21
06095,5
06097,4
06099,7
06101,5
06103,9
06105,4
06107,4
06109,12
06111,10
06113,19
06115,17
08001,4
08003,12
08005,9
08007,17
08009,4
08011,4
08013,6
08014,14
08015,18
08019,12
08021,5
08023,5
08027,10
08029,14
08031,4
08035,11
08037,9
08039,13
08041,8
08043,16
08045,14
08047,1
08049,12
08051,28
08053,2
08055,10
08057,1
08059,7
08063,2
08065,2
08067,10
08069,7
08075,13
08077,13
08079,8
08081,6
08083,8
08085,16
08087,14
08089,8
08091,6
08093,13
08095,6
08097,23
08099,12
08101,3
08103,3
08105,13
08107,27
08109,4
08111,5
08113,12
08115,2
08117,17
08119,20
08123,14
08125,8
08999,3
09110,4
09120,7
09130,15
09140,9
09150,16
09160,28
09170,5
09180,5
09190,3
10001,17
10003,3
10005,13
10999,5
11001,13
12001,3
12003,6
12005,10
12007,8
12009,1
12011,2
12013,5
12015,3
12017,12
12019,13
12021,4
12023,21
12027,1
12029,7
12031,2
12033,5
12035,26
12037,12
12039,12
12041,8
12043,4
12045,10
12047,8
12049,7
12051,16
12053,17
12055,21
12057,2
12059,10
12061,22
12063,17
12065,3
12069,21
12071,2
12073,6
12075,19
12077,4
12079,5
12081,10
12083,8
12085,12
12086,2
12087,22
12089,16
12091,5
12093,17
12095,1
12097,6
12101,11
12103,3
12105,5
12107,24
12109,9
12111,9
12113,13
12115,6
12117,5
12119,14
12121,17
12123,10
12125,1
12127,3
12129,11
12131,16
12133,13
13001,14
13005,7
13007,1
13009,13
13011,14
13013,19
13015,14
13017,9
13019,11
13021,4
13023,1
13025,7
13027,4
13029,12
13031,27
13033,2
13035,8
13037,6
13039,23
13043,6
13045,15
13047,21
13051,1
13053,2
13055,13
13057,6
13059,13
13061,2
13063,6
13065,3
13067,3
13069,21
13071,19
13073,7
13075,4
13077,8
13079,5
13081,17
13083,3
13085,12
13087,12
13089,10
13091,5
13093,2
13095,16
13097,7
13099,7
13101,1
13103,10
13105,3
13107,11
13109,5
13111,29
13113,8
13115,17
13117,15
13119,22
13121,1
13123,15
13127,14
13129,22
13131,6
13133,10
13135,7
13137,23
13139,10
13141,1
13143,9
13145,11
13147,15
13149,10
13151,10
13153,7
13155,8
13157,41
13159,3
13161,7
13163,10
13167,1
13169,16
13171,2
13173,5
13175,20
13177,6
13179,14
13181,2
13183,6
13185,15
13187,9
13189,9
13191,8
13193,8
13195,10
13197,7
13199,17
13201,7
13205,15
13207,9
13209,2
13211,19
13213,8
13215,6
13217,14
13219,11
13221,6
13223,11
13225,15
13227,12
13229,7
13231,5
13233,12
13235,10
13237,12
13239,8
13241,20
13245,9
13247,11
13251,4
13253,3
13255,18
13257,13
13261,17
13263,4
13265,4
13267,7
13269,6
13271,7
13273,7
13275,15
13277,12
13279,25
13281,6
13285,17
13287,6
13289,4
13291,24
13293,16
13295,22
13297,18
13299,21
13301,5
13303,9
13305,17
13309,4
13311,22
13313,15
13315,10
13317,3
13321,4
15001,18
15003,4
15007,28
15009,14
15999,6
16001,11
16003,4
16005,15
16007,3
16011,14
16013,29
16015,3
16017,16
16019,8
16021,11
16023,1
16027,10
16031,13
16035,7
16037,5
16039,9
16041,8
16043,4
16045,7
16047,6
16049,14
16051,7
16053,18
16055,12
16057,7
16059,4
16063,4
16065,10
16067,7
16069,15
16071,1
16073,4
16075,11
16079,9
16081,7
16083,16
16085,12
16087,1
17001,10
17003,1
17005,4
17007,13
17011,11
17013,4
17015,10
17017,1
17019,8
17021,12
17023,12
17025,5
17027,8
17029,20
17033,7
17035,8
17037,26
17039,10
17041,18
17043,7
17045,1
17047,2
17049,17
17051,12
17053,9
17055,18
17057,13
17059,4
17061,5
17063,25
17065,6
17067,10
17069,1
17073,14
17075,14
17077,9
17079,1
17081,8
17083,3
17085,22
17087,6
17089,10
17091,14
17093,18
17095,21
17097,5
17099,15
17101,4
17103,9
17105,16
17107,11
17109,18
17111,11
17113,11
17115,13
17117,12
17119,8
17121,16
17123,2
17125,4
17127,4
17131,3
17133,11
17135,15
17137,6
17139,5
17141,10
17143,5
17145,6
17147,11
17149,9
17153,5
17157,22
17159,16
17161,15
17163,11
17165,20
17167,11
17173,4
17177,29
17179,12
17181,1
17183,18
17185,12
17187,3
17189,11
17191,9
17193,9
17195,22
17197,3
17199,22
17201,5
17203,13
18001,13
18003,4
18005,17
18007,8
18009,5
18011,18
18013,18
18015,2
18017,16
18019,12
18021,11
18023,9
18025,2
18027,27
18029,13
18031,15
18033,8
18035,12
18037,12
18039,13
18041,13
18043,12
18045,6
18047,8
18049,19
18051,12
18053,18
18055,19
18057,8
18059,19
18061,10
18063,9
18065,17
18067,18
18069,15
18071,26
18073,8
18075,5
18077,21
18079,5
18081,4
18083,22
18085,15
18087,11
18089,3
18091,19
18093,16
18095,17
18097,2
18099,17
18101,9
18103,7
18105,12
18107,10
18109,18
18111,4
18113,17
18117,18
18119,2
18121,7
18123,6
18125,1
18127,4
18129,11
18131,3
18133,6
18135,7
18137,15
18139,6
18141,2
18143,11
18145,19
18147,11
18149,8
18151,17
18153,8
18155,4
18157,10
18159,4
18161,7
18163,10
18165,3
18167,5
18169,13
18173,20
18175,7
18177,17
18179,10
18181,8
18183,16
19001,9
19003,3
19005,15
19007,7
19009,3
19011,15
19013,3
19015,16
19017,14
19019,7
19021,14
19023,6
19025,11
19027,23
19029,14
19031,2
19033,30
19035,3
19037,9
19039,1
19041,7
19043,18
19045,20
19047,8
19049,9
19051,5
19053,1
19055,11
19057,15
19059,26
19061,21
19063,6
19065,12
19067,11
19069,5
19071,1
19073,1
19075,2
19077,8
19079,2
19081,5
19083,8
19085,11
19087,5
19089,8
19091,5
19093,2
19095,17
19097,15
19099,14
19101,4
19103,13
19105,10
19107,11
19109,10
19111,8
19113,5
19115,5
19117,1
19119,5
19121,8
19123,11
19125,20
19127,17
19129,1
19131,14
19133,8
19135,2
19137,9
19139,6
19141,23
19143,4
19145,8
19147,10
19149,17
19151,5
19153,4
19155,17
19157,11
19159,4
19161,4
19163,10
19165,7
19167,14
19169,18
19171,6
19173,2
19175,4
19177,2
19179,13
19181,12
19183,5
19187,17
19189,8
19191,17
19193,12
19195,2
19197,7
19999,1
20001,4
20003,5
20005,8
20007,8
20009,3
20011,8
20013,12
20015,15
20017,1
20019,1
20021,9
20023,1
20025,4
20027,7
20029,5
20031,15
20033,5
20035,13
20037,9
20039,4
20041,12
20043,2
20045,21
20049,4
20051,19
20053,5
20055,7
20057,13
20059,4
20061,15
20063,3
20065,1
20067,6
20069,8
20073,7
20075,2
20077,8
20079,15
20081,4
20085,13
20087,6
20089,3
20091,9
20093,2
20095,5
20099,12
20101,1
20103,15
20107,7
20111,9
20113,15
20115,2
20117,9
20119,2
20121,6
20123,11
20125,7
20127,4
20131,19
20133,8
20135,2
20139,7
20141,3
20143,1
20147,12
20149,8
20151,5
20153,2
20155,23
20157,4
20159,6
20161,18
20163,8
20165,3
20167,7
20169,16
20171,6
20173,4
20175,15
20177,7
20179,2
20181,8
20183,2
20185,7
20187,4
20191,13
20193,10
20195,5
20197,3
20199,2
20203,2
20205,5
20207,1
20209,15
21001,8
21003,5
21005,6
21009,19
21011,7
21013,15
21015,9
21017,9
21019,14
21021,11
21023,3
21025,3
21027,9
21029,15
21031,5
21033,6
21035,18
21037,14
21041,1
21043,6
21045,7
21047,17
21049,6
21051,7
21055,2
21057,1
21059,14
21061,5
21065,5
21067,3
21069,6
21071,20
21073,17
21075,4
21079,6
21081,19
21083,12
21085,10
21087,2
21089,8
21093,11
21095,10
21097,5
21099,4
21101,11
21103,5
21107,15
21109,1
21111,5
21113,13
21115,3
21117,14
21119,1
21121,21
21123,9
21125,24
21127,2
21129,4
21131,1
21133,3
21135,1
21137,14
21139,1
21141,8
21143,6
21145,12
21147,11
21149,9
21151,18
21153,6
21155,5
21157,27
21159,8
21161,8
21163,13
21165,4
21167,5
21171,5
21173,12
21175,5
21177,9
21179,19
21181,8
21183,13
21185,15
21187,5
21191,11
21193,15
21195,18
21197,5
21199,17
21203,6
21205,14
21207,11
21209,18
21211,21
21213,17
21215,5
21217,10
21219,9
21221,4
21223,2
21225,6
21227,6
21229,9
21231,11
21233,3
21235,11
21237,7
21239,7
21999,4
22001,15
22003,2
22005,22
22007,1
22009,14
22011,10
22013,4
22015,11
22017,4
22019,10
22021,7
22023,4
22025,2
22027,5
22029,2
22031,4
22033,6
22035,8
22037,6
22039,12
22041,5
22045,9
22047,6
22049,3
22051,12
22053,6
22055,3
22057,19
22059,1
22061,11
22063,28
22065,1
22067,7
22069,8
22071,12
22073,13
22075,10
22077,1
22079,12
22081,1
22083,6
22085,9
22087,15
22089,10
22093,1
22095,17
22097,20
22099,12
22101,19
22103,8
22105,18
22107,4
22109,22
22111,7
22113,12
22115,10
22117,11
22119,10
22121,11
22123,2
22125,4
22127,2
23001,19
23003,13
23005,3
23007,13
23009,17
23011,9
23013,20
23015,28
23017,18
23019,8
23021,17
23023,16
23025,13
23027,16
23029,18
23031,19
23999,5
24001,15
24003,8
24009,20
24011,10
24013,13
24015,13
24017,6
24019,28
24021,4
24023,13
24025,8
24027,8
24029,10
24031,8
24033,4
24035,13
24037,12
24039,6
24041,20
24043,5
24045,8
24047,23
24510,6
25001,6
25003,7
25005,9
25007,23
25009,4
25011,15
25013,7
25015,14
25017,1
25019,23
25021,5
25023,9
25025,2
25027,3
25999,5
26001,11
26003,7
26005,21
26007,20
26009,25
26011,13
26013,13
26015,14
26017,14
26019,19
26021,20
26023,15
26025,18
26027,5
26029,16
26031,18
26033,20
26035,19
26037,18
26039,4
26041,21
26043,17
26045,15
26047,30
26049,5
26051,19
26053,8
26055,5
26057,17
26059,14
26061,18
26063,22
26065,15
26067,13
26069,10
26071,4
26073,11
26075,13
26077,3
26079,6
26081,2
26083,4
26085,1
26087,17
26089,27
26091,34
26093,9
26095,1
26097,13
26099,3
26101,16
26103,13
26105,14
26107,13
26109,12
26111,15
26113,6
26115,11
26117,17
26119,8
26121,7
26123,10
26125,1
26127,15
26129,2
26131,6
26133,10
26135,4
26137,7
26139,9
26141,11
26143,13
26145,8
26147,6
26149,21
26151,12
26153,3
26155,19
26157,7
26159,23
26161,2
26163,5
26165,15
27001,6
27003,10
27005,19
27007,16
27009,9
27011,2
27013,4
27015,15
27017,10
27019,14
27021,15
27023,5
27025,10
27027,14
27029,4
27031,16
27033,3
27035,18
27037,4
27039,12
27041,19
27043,8
27045,18
27047,19
27049,15
27051,2
27053,2
27055,7
27057,24
27059,15
27061,14
27063,4
27065,2
27067,17
27069,6
27071,11
27073,8
27075,14
27077,5
27079,14
27081,4
27083,12
27085,19
27087,1
27089,5
27091,8
27093,9
27095,14
27097,13
27099,6
27101,5
27103,10
27105,22
27107,3
27109,9
27111,30
27113,4
27115,13
27117,12
27119,15
27121,12
27123,4
27125,1
27127,9
27129,7
27131,17
27133,1
27135,11
27137,11
27139,11
27141,10
27143,10
27145,8
27147,18
27149,7
27151,11
27153,15
27155,6
27157,5
27159,18
27161,11
27163,5
27165,3
27167,8
27169,16
27171,18
27173,14
27999,2
28001,21
28003,18
28005,2
28007,3
28009,1
28011,18
28013,6
28015,7
28017,10
28019,8
28021,6
28023,10
28025,4
28027,13
28029,14
28031,15
28033,6
28035,13
28037,3
28039,9
28041,4
28043,28
28045,18
28047,2
28049,9
28051,5
28053,1
28057,9
28059,22
28063,4
28065,2
28067,29
28071,12
28073,8
28075,23
28077,3
28079,9
28081,18
28083,8
28085,18
28087,22
28089,11
28091,9
28093,14
28095,19
28097,8
28099,11
28101,16
28103,6
28105,16
28107,17
28109,16
28111,4
28113,17
28115,18
28117,13
28119,13
28121,14
28123,11
28127,12
28129,1
28131,5
28133,12
28135,2
28137,15
28139,6
28141,14
28143,4
28145,17
28147,7
28149,18
28151,16
28153,12
28155,8
28157,1
28159,11
28161,5
28163,14
29001,17
29003,8
29005,7
29007,8
29009,15
29011,3
29013,12
29015,3
29017,4
29019,11
29021,8
29023,12
29025,8
29027,19
29029,23
29031,5
29033,9
29035,1
29037,19
29039,7
29041,2
29043,24
29045,4
29047,8
29049,9
29051,20
29053,14
29055,12
29057,3
29059,4
29061,6
29063,2
29065,9
29067,7
29069,6
29071,13
29073,16
29075,6
29077,4
29079,4
29081,4
29083,13
29085,3
29089,7
29091,23
29093,10
29095,5
29097,6
29099,14
29101,26
29103,4
29105,13
29107,19
29109,15
29111,10
29113,14
29115,5
29117,7
29119,7
29121,7
29125,6
29127,15
29129,1
29131,22
29133,3
29135,4
29137,4
29139,3
29141,14
29143,5
29145,24
29147,8
29149,12
29151,8
29153,10
29155,5
29157,4
29159,25
29161,18
29163,11
29165,16
29167,15
29169,20
29171,11
29173,2
29175,11
29177,3
29179,5
29181,6
29183,5
29185,4
29186,3
29187,18
29189,3
29195,2
29197,4
29199,7
29201,5
29203,5
29205,3
29207,15
29209,18
29211,2
29213,12
29215,6
29217,11
29219,15
29223,1
29225,17
29229,10
29510,11
29999,2
30001,10
30003,2
30005,3
30007,4
30009,10
30011,2
30013,20
30015,7
30017,6
30021,6
30023,2
30025,2
30027,11
30029,11
30031,3
30035,6
30039,4
30041,9
30043,8
30047,10
30049,19
30051,4
30053,20
30057,18
30061,1
30063,9
30067,27
30071,3
30073,2
30075,1
30081,13
30083,9
30085,6
30087,3
30089,12
30091,1
30093,18
30095,3
30097,2
30099,5
30105,12
30111,2
30999,5
31001,9
31003,2
31011,8
31013,4
31017,3
31019,13
31021,1
31023,3
31025,11
31027,6
31029,3
31031,5
31033,11
31035,2
31037,5
31039,6
31041,9
31043,7
31045,10
31047,5
31051,4
31053,8
31055,6
31057,2
31059,6
31063,2
31065,8
31067,18
31069,1
31071,4
31075,2
31077,4
31079,5
31081,4
31083,2
31085,1
31089,15
31093,4
31095,3
31097,2
31101,1
31103,1
31105,2
31107,3
31109,2
31111,22
31113,1
31115,1
31117,1
31119,12
31121,2
31125,1
31131,8
31133,3
31135,1
31137,1
31139,9
31141,24
31143,2
31145,12
31147,2
31151,6
31153,11
31155,13
31157,24
31159,8
31161,8
31163,2
31165,1
31169,9
31173,1
31175,3
31177,12
31179,5
31181,1
31185,13
31999,1
32001,5
32005,10
32007,18
32013,9
32017,1
32019,6
32021,2
32023,12
32029,1
32031,4
32033,2
32510,11
32999,6
33001,20
33003,23
33005,16
33007,16
33009,17
33011,4
33013,4
33015,3
33017,14
33019,16
34001,6
34003,3
34005,4
34007,8
34009,25
34011,11
34013,8
34015,4
34017,12
34019,15
34021,8
34023,2
34025,3
34029,5
34031,8
34033,16
34035,4
34037,32
34039,8
34041,23
34999,2
35001,1
35003,1
35005,14
35006,6
35007,5
35009,22
35013,9
35015,21
35017,20
35023,8
35025,23
35027,18
35028,9
35029,8
35031,6
35033,2
35035,15
35037,7
35039,11
35041,3
35043,16
35045,16
35047,2
35049,14
35051,10
35053,4
35055,25
35057,7
35059,7
35061,6
36001,8
36003,17
36005,11
36007,14
36009,15
36011,24
36013,16
36015,11
36017,16
36019,9
36021,21
36023,6
36025,24
36027,13
36029,3
36031,12
36033,15
36035,30
36037,23
36039,25
36041,11
36043,20
36045,18
36047,4
36049,9
36051,17
36053,24
36055,6
36057,21
36061,9
36063,12
36065,8
36067,2
36069,6
36071,3
36073,10
36075,31
36077,14
36079,30
36081,6
36083,15
36085,6
36087,12
36089,19
36091,7
36093,16
36095,15
36097,5
36099,18
36101,28
36103,5
36105,27
36107,12
36109,22
36111,17
36113,21
36115,23
36117,20
36119,2
36121,23
36123,13
36999,3
37001,6
37003,6
37005,10
37007,10
37009,25
37011,15
37013,26
37015,7
37017,7
37019,19
37021,3
37023,20
37025,5
37027,12
37029,5
37031,11
37033,8
37035,5
37037,22
37039,15
37041,3
37043,20
37045,24
37047,17
37049,16
37051,4
37053,21
37055,26
37057,19
37059,11
37061,15
37063,7
37065,12
37067,4
37069,18
37071,10
37073,1
37075,6
37077,15
37081,4
37083,18
37085,26
37087,31
37089,19
37091,6
37093,17
37095,13
37097,10
37099,22
37101,14
37105,16
37107,22
37109,16
37111,31
37113,25
37115,6
37117,8
37119,5
37121,11
37123,14
37125,12
37127,23
37129,5
37131,9
37133,12
37135,21
37137,10
37139,28
37141,32
37143,2
37145,15
37147,7
37149,11
37151,15
37153,21
37155,15
37157,27
37159,19
37161,16
37163,11
37165,17
37167,19
37169,17
37171,24
37173,15
37175,14
37177,3
37179,21
37181,9
37183,2
37185,4
37187,7
37189,16
37191,13
37193,15
37195,10
37197,12
37199,7
38001,4
38003,3
38007,4
38009,7
38011,4
38015,8
38017,6
38019,1
38021,10
38027,8
38029,1
38035,9
38037,8
38041,6
38043,5
38047,2
38049,2
38051,3
38053,6
38055,3
38057,8
38059,11
38061,6
38063,1
38067,9
38069,1
38071,7
38073,10
38075,8
